username, mac_address, start_time, usage_time, upload, download
jumpyOwl1,7A:32:22:0C:36:65,2022-12-19 19:57:39,19:23:32,8345385.28,5963270.75
solidCrane6,46:07:5F:77:E2:47,2022-11-18 12:29:46,23:55:33,13975.0,218288.83
insecureCur7,03:6E:01:4A:7C:8F,2022-12-07 01:19:17,17:35:22,6565073.49,3146858.94
gutturalTuna3,54:79:06:1F:07:98,2022-11-27 16:45:31,11:20:28,1808567.65,3393084.02
resolvedTacos5,09:31:54:47:14:2A,2022-11-20 01:52:13,8:05:26,630383.82,2869024.54
ardentKitten0,6B:19:14:61:F6:0C,2022-11-10 12:09:02,3:59:19,2548547.51,4927794.47
affectedDoves5,58:59:36:2D:05:C8,2022-12-13 16:03:49,9:02:17,721806.0,358394.07
jealousChowder3,03:53:5D:50:DB:2C,2022-11-13 00:25:13,6:17:29,2889638.39,9821579.71
thrilledFish5,0F:73:23:7F:4B:E4,2022-12-04 17:22:21,2:44:39,9989897.34,2370364.86
chicGarlic6,14:10:2C:27:E9:18,2022-11-20 05:58:39,13:28:33,6991652.04,3639889.65
shamefulHeron7,4E:4E:23:20:0A:7F,2022-12-03 21:51:31,15:29:50,6764964.03,5456781.12
yearningPorpoise2,59:66:7A:51:DC:F5,2022-12-05 16:12:10,9:29:00,4501529.59,1210992.36
chicDingo6,05:3A:5E:4D:40:5B,2022-11-11 18:30:16,14:31:10,3129909.94,8498738.0
wingedHawk3,49:46:60:6A:87:49,2022-11-09 23:55:06,10:08:35,1576827.12,3325124.68
drearyOryx0,6C:0E:17:64:EC:8A,2022-12-08 13:12:59,23:10:33,5753505.88,8772019.63
similarWildfowl9,6B:4D:26:32:2F:63,2022-12-09 02:37:52,10:50:47,3622405.39,6101606.22
mellowDoughnut4,49:28:53:59:74:1E,2022-11-24 22:12:22,8:16:58,2742857.4,7288731.71
mereSalami0,5B:08:72:30:8E:34,2022-11-19 23:36:44,1:53:24,9104146.75,3237758.6
holisticSeahorse6,51:54:3D:1E:B9:A5,2022-11-24 11:33:39,5:19:34,3351444.07,4955808.01
obsessedBoa2,66:34:49:1A:83:2A,2022-12-18 07:21:55,12:34:07,194109.38,1404610.79
enviousDoughnut7,6A:22:24:1C:D2:CE,2022-12-19 03:00:35,23:49:27,2968149.27,2748528.7
chicDingo6,05:3A:5E:4D:40:5B,2022-11-01 16:26:34,16:26:34,6934335.11,9458100.06
giddyEland3,15:5D:76:4D:DE:3D,2022-11-07 10:26:25,23:27:01,8420161.21,7863635.06
pleasedOtter9,15:76:6F:5A:8E:ED,2022-11-16 04:19:09,8:23:57,3551478.72,9162019.28
pluckyFalcon4,6F:31:7F:67:4F:BC,2022-11-23 11:26:48,23:41:03,2182867.98,9869153.16
emptyMacaw2,45:14:46:79:21:02,2022-12-09 18:17:59,23:44:01,4468173.84,2826396.25
needyUnicorn1,63:1C:51:28:59:73,2022-12-15 21:32:57,10:46:20,3785842.27,2305612.0
pacifiedTortoise8,78:5B:11:15:06:3D,2022-11-17 22:20:26,8:05:12,2531094.08,1322059.12
forsakenPiglet9,39:37:25:2F:27:1A,2022-11-07 03:20:33,12:28:24,8130241.74,123412.65
boastfulIcecream1,22:24:5E:25:E2:5A,2022-11-29 20:14:44,7:49:21,6689940.91,5123516.87
zestyCrackers0,51:44:54:03:1A:77,2022-11-09 18:58:31,18:06:31,7623490.62,6730244.18
innocentGarlic0,64:7B:65:24:4B:20,2022-11-16 19:33:02,2:31:30,7036474.31,4495605.64
peacefulCurlew2,53:01:54:4F:C8:C9,2022-12-03 18:55:15,15:46:15,9730466.25,5663930.42
guiltyRaisins8,0E:36:0F:19:87:67,2022-11-24 21:39:22,9:38:15,1996787.04,8310563.68
euphoricTermite0,74:58:13:70:19:F8,2022-11-18 10:48:01,11:10:07,3092198.63,127125.75
tautCordial2,01:54:50:5C:41:1A,2022-12-01 03:28:52,16:46:47,5073720.41,4413820.8
solidCrane6,42:53:31:69:9F:31,2022-11-21 08:36:16,5:04:31,5992888.48,6446055.9
pridefulRelish6,04:30:45:62:9C:AE,2022-12-18 17:29:15,2:42:11,8850068.69,2523738.44
vengefulCoati4,50:01:64:12:0E:C3,2022-12-14 22:28:58,14:15:50,6124021.42,3737854.66
pluckyCod6,23:2A:20:15:CF:2B,2022-11-22 01:57:28,23:52:31,1016220.83,2311281.25
gleefulGnu2,1C:29:56:5D:84:3A,2022-11-11 06:05:17,15:03:36,4522883.47,9057745.68
somberEland6,53:45:54:19:E7:E5,2022-11-10 00:10:48,6:43:23,604906.35,4068049.86
tautChough3,4C:46:0C:01:6F:4E,2022-12-20 14:21:01,11:02:23,191086.16,978753.68
dopeySeagull9,77:25:44:07:10:38,2022-11-30 16:50:53,3:49:23,8579253.56,3098471.77
cheerfulSalt1,45:52:40:66:E1:7F,2022-11-30 02:44:36,19:05:55,1950788.09,7461226.11
gloomyWildfowl8,2E:37:60:26:AB:B8,2022-11-18 18:03:07,2:48:10,6319569.03,3139595.73
pitifulJerky5,41:02:07:7A:B9:E0,2022-11-16 09:04:49,21:35:33,121843.83,5146144.19
affectedCod5,0C:0C:3F:25:36:D2,2022-12-07 04:51:03,1:31:09,9286534.84,7885467.58
peacefulMackerel2,38:32:43:7B:20:65,2022-12-06 04:53:33,20:57:22,5255929.86,7051413.53
excludedShads4,3E:08:28:60:74:07,2022-11-01 23:47:44,0:07:54,7525038.99,9476063.71
anxiousGranola6,34:10:7A:1D:7D:A1,2022-11-15 14:26:39,2:58:50,9477923.26,9863156.2
pluckyFish5,61:23:28:52:84:E2,2022-12-08 04:04:56,21:24:19,8642860.42,47969.75
ashamedTuna4,3A:17:17:23:6E:78,2022-12-02 23:22:58,10:36:22,5948681.06,8468104.44
peacefulEland1,69:35:22:67:76:18,2022-11-25 12:27:16,22:26:16,1709982.05,5463286.69
grudgingSeagull1,35:76:0F:39:B4:06,2022-12-17 20:34:15,17:35:09,4783563.51,8325366.12
soreBaboon6,27:00:0C:10:5A:3E,2022-11-07 03:39:46,20:23:02,6569024.58,3801225.57
mellowPoultry4,09:27:4A:29:5A:86,2022-12-10 22:11:20,1:30:42,6004158.89,5778985.77
adoringCrane9,2A:6C:47:53:92:EF,2022-11-10 11:38:15,4:15:33,3370361.94,8379022.32
troubledClam3,09:1D:27:56:E1:F6,2022-12-02 20:25:25,21:53:45,4132935.7,8208816.72
pitifulLlama5,77:56:39:31:85:FD,2022-11-03 18:12:48,6:43:16,8929334.55,2194834.35
adoringGnu6,45:64:43:64:F0:EE,2022-11-03 21:42:32,14:06:21,1549773.91,6811972.32
worldlyWasp5,29:08:16:76:9B:10,2022-11-19 21:24:00,5:57:31,5499672.71,3511239.03
wearySausage3,5F:04:4A:05:1E:86,2022-12-08 05:51:10,17:18:47,3550588.5,3850994.81
chicBagels7,2B:4E:05:4E:C5:17,2022-11-30 21:19:45,5:01:11,7523582.37,8776122.27
drearyOryx0,6C:09:4B:34:FE:15,2022-11-17 19:22:29,21:00:21,1002673.59,649208.75
mereSalami0,1B:39:71:2B:54:56,2022-12-02 11:40:38,10:11:35,2553690.58,8810274.66
giddyTomatoe3,54:1A:1C:34:A3:B1,2022-11-05 13:31:22,1:04:57,1072279.85,5739036.72
somberCaviar9,4A:43:18:53:AC:FE,2022-12-18 07:24:28,8:50:15,6056582.78,9667419.89
ashamedCake4,0C:45:4E:20:8C:09,2022-12-20 14:02:32,9:24:00,7351131.98,2133670.13
boredWigeon0,5B:3F:75:1E:6E:EC,2022-11-16 12:32:05,17:42:31,439501.12,3140445.28
similarEland0,25:23:50:15:FD:FD,2022-11-09 02:17:19,21:18:52,5734966.56,8143555.03
troubledKitten7,33:0E:65:43:31:A6,2022-12-05 00:48:48,20:09:12,8627154.33,2012892.93
shamefulLlama4,2B:40:7F:36:D3:FD,2022-12-06 06:00:54,19:03:44,483318.94,6558685.87
wornoutBoa0,2F:1B:30:7F:85:A5,2022-11-14 12:23:28,19:19:07,892148.08,1377406.06
similarLlama8,2C:0F:47:06:C4:44,2022-12-15 11:47:32,14:47:24,4306652.11,3466341.11
euphoricTermite0,4C:68:0F:23:94:D6,2022-11-23 10:08:35,7:54:12,7959089.63,6462906.17
chicRhino7,41:49:7B:03:37:05,2022-11-27 07:07:25,12:35:56,7794797.01,7658665.54
dejectedSnail8,51:47:0A:6F:3A:5A,2022-12-13 17:38:33,14:08:04,9726753.95,8548531.63
contentSnail6,75:1F:7A:47:EA:66,2022-11-18 15:15:51,8:36:10,7924712.54,9845823.57
adoringCrane9,51:16:13:45:C7:B6,2022-11-28 19:51:38,5:46:29,3472595.49,4583316.59
awedAntelope4,64:56:62:7D:9C:CA,2022-11-28 04:41:19,7:36:44,5050143.62,8400951.18
obsessedKitten2,22:68:47:02:20:22,2022-12-08 05:29:17,3:20:37,218036.83,1513533.06
selfishOil1,1D:3A:1F:7D:CF:A5,2022-11-09 23:58:17,14:08:06,4066725.18,8641065.44
jumpyBustard3,4E:61:52:70:B8:B1,2022-12-17 01:48:17,5:14:58,1037837.41,5446657.59
forsakenMallard1,01:47:57:32:79:17,2022-12-12 15:21:15,7:30:46,9518496.02,8672914.46
yearningRaisins5,3E:69:3C:0F:16:1E,2022-11-20 03:05:43,9:48:05,4046845.35,8397519.54
gloomyWildfowl8,2E:37:60:26:AB:B8,2022-11-02 05:40:28,11:56:11,5639667.36,6013183.0
zestyBobolink8,4A:23:2F:29:E4:88,2022-11-03 13:24:54,10:14:50,1897546.32,7115211.97
needyPretzels0,68:4A:62:57:7B:B0,2022-11-23 04:01:21,6:47:20,6555094.37,9997192.84
gleefulJaguar9,50:50:0F:66:38:25,2022-12-21 00:55:43,16:14:29,2656615.19,4786444.33
joyfulZebra5,4B:5A:4D:5D:EB:1E,2022-12-19 16:11:09,5:59:43,8961263.6,6011347.23
spiritedOrange8,0C:08:45:1D:80:F6,2022-11-23 15:23:33,19:12:43,1260602.02,4075534.88
mereWeaver3,39:1B:5B:14:28:E0,2022-12-11 15:19:13,5:22:09,2484561.7,6341597.51
stressedFlamingo8,10:4B:7F:27:CE:08,2022-11-18 17:52:43,23:10:45,9982258.95,720583.4
murkyKitten1,7E:2C:01:3D:A0:3C,2022-11-08 09:21:33,2:24:51,8899703.87,1936729.26
yearningPoultry3,59:6E:7B:48:F0:20,2022-11-14 01:50:21,6:01:10,1083916.78,8301182.64
trustingPiglet8,14:75:70:6D:FE:BF,2022-11-06 01:09:53,5:44:03,1554258.35,6479549.07
chicBuzzard9,26:70:5C:70:B6:66,2022-11-09 03:37:18,4:32:19,6882530.8,147537.24
eagerLemur2,23:7D:04:64:83:72,2022-11-17 16:58:09,18:12:16,4855550.08,9198378.53
enviousHawk0,57:7F:08:04:6C:7B,2022-11-15 14:02:59,14:37:32,2442344.23,4599094.09
offendedToucan8,18:1C:5A:09:2E:B9,2022-11-04 08:59:09,4:30:20,5325169.33,8268146.72
offendedLocust8,3D:0F:1A:51:01:A4,2022-11-28 20:08:26,17:06:51,9689932.65,5707215.14
aloofThrush5,63:22:34:30:10:35,2022-11-20 05:17:57,11:11:18,9757073.12,559944.3
enragedSeagull0,68:51:6F:3E:F7:5B,2022-12-20 18:28:42,10:08:09,3022552.71,5227116.83
anxiousLion0,46:71:68:66:6E:28,2022-12-08 17:29:04,23:03:28,4740149.7,8517701.45
cynicalTermite9,64:50:46:38:14:A0,2022-11-16 07:29:46,5:36:50,8344408.8,4516578.07
affectedViper1,18:2E:01:43:97:DE,2022-11-19 15:56:58,19:30:41,216859.71,8056280.25
ardentLard2,43:46:71:7B:A9:8C,2022-11-18 04:59:51,22:15:56,6188312.18,1488508.3
shyMare3,2B:48:48:7F:40:8F,2022-12-20 10:02:53,21:57:30,1017925.38,6428833.11
trustingCrackers1,46:1D:37:55:51:79,2022-11-03 15:27:35,9:46:43,9878593.2,6149431.54
grizzledPretzels1,5A:59:0C:59:1E:49,2022-11-26 22:00:36,9:24:20,3895808.71,6466080.57
annoyedUnicorn7,0D:1E:53:2E:DE:8D,2022-12-16 10:49:16,0:27:07,3674260.16,7927626.44
adoringLocust5,72:4B:21:1F:53:EF,2022-11-16 06:22:07,6:32:09,2475025.54,2909161.99
boredSalami7,4A:31:68:56:D7:25,2022-11-27 07:53:06,13:34:45,4464490.77,902593.16
pitifulShads0,29:17:64:35:3A:C1,2022-12-16 14:00:05,9:35:33,1449756.12,93482.2
amusedWigeon1,3A:64:6A:3D:E6:23,2022-12-10 01:11:33,22:35:24,5276783.04,415742.74
finickyHare9,2B:22:09:3D:3C:61,2022-12-14 22:26:53,17:20:42,6547331.04,2508134.9
annoyedEagle3,50:0A:43:0E:4D:83,2022-12-06 01:15:38,4:38:33,7160486.45,102047.48
enviousAbalone2,75:61:31:59:C7:8F,2022-11-01 15:24:40,6:19:37,3949969.81,2366269.07
grudgingApples0,6E:5D:65:31:47:C7,2022-11-30 03:42:08,10:40:23,8769909.59,6519454.1
curiousSheep5,70:35:74:4A:0A:63,2022-12-19 19:04:18,22:13:19,9966021.12,9359930.15
lovesickTortoise0,32:4B:18:4B:D4:45,2022-12-24 01:34:56,7:41:03,9753488.79,6187434.14
outlyingThrush5,3E:6A:2D:00:7A:53,2022-12-12 12:10:49,19:53:48,8162780.49,192598.02
pluckyCod3,31:40:49:28:BD:2F,2022-11-21 09:56:54,13:33:42,1399338.29,3235629.28
trustingSnipe4,0E:0E:3F:10:D1:B5,2022-12-20 10:58:47,14:48:41,6141979.47,3256401.22
pacifiedMeerkat8,25:3F:6D:6C:96:96,2022-11-14 14:06:39,8:57:42,7632857.63,9151974.58
dearWigeon4,23:22:49:0F:DE:25,2022-12-01 09:56:02,21:57:48,4349771.04,7111727.71
holisticCordial5,20:22:61:71:8A:70,2022-11-18 08:46:22,2:49:58,4988397.82,4411518.32
giddySalt9,61:2E:45:05:94:D4,2022-12-03 16:21:41,10:57:06,989123.23,6406817.29
curiousLizard8,0C:01:61:05:A5:E9,2022-11-08 08:27:14,12:00:55,3769196.78,1279619.62
eagerWigeon4,6C:5C:28:00:FC:BE,2022-11-09 03:00:57,8:31:09,6334474.87,2603422.05
gleefulPoultry7,23:40:38:49:09:68,2022-12-22 22:03:41,22:21:17,3365650.03,4743693.4
crummyBobolink5,74:06:62:61:81:CA,2022-12-18 03:54:18,9:10:41,1904000.92,8129168.19
humorousDove7,30:7C:03:77:23:5B,2022-11-12 18:16:32,18:38:50,7326006.09,6676835.09
needfulSeahorse7,58:36:43:74:9E:34,2022-11-18 09:12:58,6:46:34,3866045.79,4454343.77
fondQuiche7,4D:6E:1C:40:17:85,2022-11-16 11:44:56,12:12:29,438065.14,1889235.27
enviousRhino3,2B:69:7F:4B:90:DF,2022-11-19 11:39:04,17:56:07,5154662.37,2696778.03
excludedTeal4,5E:65:06:6A:DE:14,2022-11-25 12:13:23,13:10:33,3070682.53,4634874.14
dopeyGatorade8,3E:10:0A:04:69:F3,2022-12-08 10:28:01,12:35:44,9129368.08,3649080.53
peacefulRelish5,49:73:0C:46:F9:BE,2022-11-04 19:20:14,7:53:14,4179462.73,9685704.83
joyfulJerky5,07:37:69:14:1A:18,2022-12-11 13:04:22,23:43:45,3515900.14,5469661.66
awedTuna9,42:23:6A:5A:A0:09,2022-12-03 20:19:59,4:59:08,8251272.0,8946826.36
cautiousOtter5,1E:7E:1E:6A:34:A6,2022-11-17 02:07:45,3:20:53,1398680.76,6211026.82
morbidBuzzard6,61:7D:35:44:F5:8C,2022-11-17 15:55:52,3:47:03,9395645.99,1651631.12
tautCrackers7,54:73:56:1B:05:81,2022-11-04 16:54:40,18:14:28,3634147.57,1467482.93
insecureAntelope7,3F:56:51:4F:7F:81,2022-12-10 00:18:00,13:23:35,7260782.58,4129038.64
troubledGelding4,66:12:5E:15:D8:1B,2022-11-03 06:00:37,10:17:09,6466660.32,1280643.8
importedLocust6,33:7F:06:07:7B:1F,2022-12-13 17:54:32,23:34:11,4386002.24,2643535.1
outlyingDingo6,03:4B:33:4D:FD:56,2022-12-21 01:13:04,22:11:08,4603923.15,8503580.53
wingedDunbird7,11:3E:3A:04:7F:F9,2022-12-21 20:25:56,17:08:18,3024474.85,309489.79
relievedChough7,7A:76:32:48:44:4A,2022-12-11 17:10:24,17:30:29,7000709.63,8931734.04
dopeyHyena5,7E:7D:0C:6B:E4:E2,2022-11-29 15:19:15,21:35:38,9413724.01,6958629.44
enragedFlamingo5,6D:77:63:7C:A0:D2,2022-11-24 07:08:56,3:02:46,1171241.92,1789672.35
boredBustard8,20:42:2B:07:1E:9C,2022-11-28 21:48:04,20:52:23,4340047.14,9026717.35
shyPiglet0,64:67:04:76:15:5A,2022-12-18 19:41:56,12:36:22,7832211.24,8631385.55
alertBaboon9,18:1E:28:2A:B8:F7,2022-11-14 20:33:28,16:18:35,6240962.04,569226.16
wornoutRaisins8,20:19:10:34:25:48,2022-11-29 08:03:03,3:17:31,3476517.01,4536920.74
gutturalTuna3,3F:3F:21:02:DD:1A,2022-12-20 14:27:24,16:16:18,3282185.25,1671608.41
dearMare0,2D:68:17:3E:01:DC,2022-11-28 14:24:24,2:06:54,6321701.31,8600867.39
mildTuna7,5F:25:76:17:B6:82,2022-11-19 03:26:17,6:12:36,6036312.74,4506907.41
resolvedMussel0,1F:1E:27:1C:18:69,2022-12-09 19:08:22,6:37:12,9621329.82,8272457.42
boredSalami7,4A:31:68:56:D7:25,2022-12-11 17:45:34,11:44:56,4997856.87,9040024.38
similarGatorade5,62:22:31:14:C4:56,2022-11-18 19:35:55,15:25:52,656690.43,571992.32
mellowAbalone3,62:06:2B:6D:B6:FC,2022-11-09 10:47:35,23:00:35,1444102.33,3735818.1
aloofThrush5,63:22:34:30:10:35,2022-11-11 20:02:19,4:46:25,5541442.14,7869649.53
truthfulChough1,61:71:70:08:B0:F2,2022-12-07 02:29:25,9:21:18,5315571.32,2121548.55
zestySwift6,63:5F:43:5F:C1:B2,2022-11-24 06:38:42,1:55:50,3180072.53,3678945.26
ferventRhino1,57:1F:3F:21:38:10,2022-12-21 12:34:55,9:06:28,4212305.91,6934690.57
dopeyTermite4,0D:6B:5B:00:81:0C,2022-12-14 16:34:32,0:37:15,7491506.76,2843918.77
excludedWidgeon8,61:67:65:0E:DD:A9,2022-11-20 03:48:11,18:25:41,3574509.21,3771057.22
amusedSyrup5,46:04:32:0F:F8:BD,2022-12-13 18:44:28,15:13:32,1386536.31,6788545.29
decimalBuzzard0,77:30:06:5C:BD:C2,2022-12-03 08:15:38,6:08:12,9385673.64,3265554.09
adoringLocust5,72:4B:21:1F:53:EF,2022-11-03 03:10:33,23:31:00,4030006.21,8672609.2
annoyedCaribou5,44:4F:3E:2E:A4:F9,2022-12-07 10:53:19,3:52:28,3010346.9,9685072.55
outlyingSmelt8,5D:6B:26:07:27:13,2022-11-11 23:21:30,4:58:43,9442110.58,3542800.5
lovesickChowder8,6E:06:79:4B:A2:6B,2022-11-27 02:13:33,5:40:23,5390835.84,9515383.93
trustingSnipe4,21:70:0B:1A:9E:B3,2022-11-09 10:55:53,21:22:31,6302716.02,1318332.71
peacefulCurlew2,05:04:01:0E:06:13,2022-12-16 01:28:08,4:42:44,2764688.45,2984084.78
chicHoopoe1,7D:5D:7F:21:C0:C9,2022-12-02 16:21:20,12:12:19,5306929.41,3137342.79
wornoutWildfowl0,4D:41:04:6E:F3:C2,2022-11-30 16:40:52,14:13:00,7022523.83,3912969.45
boastfulZebra7,49:4A:45:46:C7:6F,2022-12-06 07:25:30,10:23:56,589862.25,1441250.77
amusedSardines7,7B:57:76:39:F6:32,2022-11-27 00:37:54,7:42:20,8192147.32,6415789.17
soreGelding9,48:4C:1D:73:08:6A,2022-11-11 06:44:17,17:11:51,2188118.18,9824246.6
eagerWigeon4,19:67:19:36:15:96,2022-11-22 20:38:18,15:12:36,8152057.67,9114564.56
enragedFerret3,4F:34:30:43:EA:F6,2022-12-19 17:56:23,17:23:01,9077921.89,3317066.7
jumpyDove5,26:06:1E:30:1F:9D,2022-12-16 14:46:17,13:10:24,92768.58,5658552.54
dearBuzzard8,76:2E:1D:15:C1:C0,2022-12-05 03:02:37,18:41:05,5479165.55,1671614.59
needyMandrill3,0E:0A:23:41:73:C0,2022-11-27 21:04:03,17:22:21,1013984.23,9773487.15
dearHeron2,63:57:26:57:ED:54,2022-12-22 02:47:51,14:12:01,4918546.02,4597078.8
pleasedOwl6,16:7B:43:6F:1C:75,2022-12-22 03:14:15,6:36:41,4406372.94,4464043.27
curiousVenison0,77:3F:6E:36:62:80,2022-11-30 02:20:56,13:10:11,627146.68,9117094.48
fondQuiche7,43:74:05:34:26:96,2022-12-12 23:24:08,18:17:41,7446036.1,9776287.46
exactingTomatoe0,50:74:4F:5F:CB:11,2022-11-29 04:10:00,15:56:48,5806782.11,3314321.94
ferventCardinal2,13:20:5B:2D:E4:06,2022-12-17 11:48:54,8:31:47,6793150.62,9436089.13
needyBittern1,3C:5E:7F:75:86:D9,2022-12-08 02:39:43,2:19:28,6646602.68,1079462.66
pleasedOwl6,16:7B:43:6F:1C:75,2022-11-30 01:36:05,10:07:09,5180168.1,8534195.97
needfulJerky4,26:48:5E:31:90:B0,2022-12-06 10:00:59,5:40:05,2943995.97,2001686.25
worriedLion8,40:62:59:33:27:F8,2022-11-09 18:58:46,11:05:26,1367039.16,7983079.08
obsessedHare3,29:04:18:16:08:00,2022-11-22 10:26:55,0:32:45,3707969.68,9093367.23
mereChowder1,0F:5A:7E:05:3D:DC,2022-12-15 22:40:38,6:50:35,861855.88,197100.86
mildTermite7,6F:28:2E:16:47:17,2022-12-13 22:21:58,0:49:33,9382656.73,7838329.44
zestySyrup8,6A:39:65:0B:E8:B6,2022-12-14 07:04:17,2:36:49,7032858.51,9535596.5
wakefulSeahorse4,31:25:5B:13:BA:11,2022-12-11 09:17:44,13:07:19,9605158.04,6238303.84
yearningCockatoo6,36:72:07:30:84:9A,2022-12-18 06:22:13,16:19:29,7033395.25,2613980.65
wearyChile8,06:40:6D:68:C7:B8,2022-11-28 19:24:03,10:03:10,9959933.63,6303415.09
guiltyRaisins8,0E:36:0F:19:87:67,2022-12-19 07:54:14,17:49:37,1883535.88,1199321.43
wingedSnail2,27:08:34:29:D6:E9,2022-12-17 17:19:52,19:08:40,2180506.87,1710398.01
stressedHawk5,12:16:73:56:F6:E5,2022-12-11 13:24:44,9:30:07,2212316.77,3882410.72
pacifiedBasmati6,74:75:43:30:04:EF,2022-12-22 16:07:42,13:22:55,6340978.67,4858576.13
emptyZebra1,2B:7D:70:0C:C7:23,2022-11-04 04:41:56,22:22:27,8237212.29,5248391.95
jumpyOwl1,6C:6B:26:11:F6:CA,2022-11-28 07:00:13,2:09:42,3002061.22,5248014.1
pridefulSnipe5,52:7B:45:33:C0:D0,2022-12-21 01:53:51,10:38:00,1041617.87,8464081.27
chicSeagull7,06:30:5F:1E:42:DD,2022-11-02 04:42:30,22:06:31,4769756.63,2959430.57
importedMackerel7,13:5E:7C:51:C9:2E,2022-11-15 19:00:44,6:22:56,7712063.84,6876445.46
truthfulLocust7,7E:63:17:67:AF:C0,2022-12-13 09:16:47,13:50:44,8896640.36,4808782.28
abjectFalcon2,24:20:75:02:FF:C0,2022-11-25 07:20:59,14:15:23,879517.31,784408.11
affectedMeerkat3,76:58:75:0E:B7:CD,2022-12-13 13:12:59,2:38:57,8738504.5,4579826.91
dearHeron2,63:57:26:57:ED:54,2022-11-10 15:41:49,15:04:29,1795877.1,2401344.48
eagerWigeon4,14:06:0B:7E:84:21,2022-11-04 18:23:16,18:41:08,6574011.15,6771134.5
lazyCardinal0,2F:1A:04:05:98:F2,2022-12-03 20:59:18,18:05:18,3547929.43,3802443.35
selfishWigeon6,3E:1B:4B:77:1D:B1,2022-12-06 18:37:55,9:42:43,1080644.71,8492253.88
spiritedEland5,67:42:09:61:D0:AE,2022-11-10 19:12:44,16:05:26,4970982.59,6458225.3
pacifiedMandrill3,7B:23:1B:2D:60:D1,2022-11-06 10:32:39,7:20:51,3741027.97,8854063.11
offendedMandrill1,17:16:48:13:24:B6,2022-12-09 14:43:34,21:11:23,9457518.27,2163257.36
thrilledPoultry3,6E:67:0B:4D:8F:1D,2022-11-07 22:13:35,15:37:37,6561210.24,2147730.89
empathicLapwing1,35:7C:0D:4F:F5:AC,2022-11-12 00:45:58,1:30:01,7726287.69,3080717.11
finickyDove5,15:78:4B:3E:AE:BD,2022-11-02 13:56:17,21:27:46,4086311.13,8266521.24
hushedOwl9,05:34:1C:12:4C:F6,2022-11-28 03:04:40,23:37:27,4620399.07,4041880.95
wearyChile8,06:40:6D:68:C7:B8,2022-12-11 20:22:53,11:51:31,3157443.01,9260264.32
excludedCoati7,7A:11:3F:1F:B1:A9,2022-11-08 23:23:55,8:13:11,1681631.12,6193454.45
resolvedGatorade0,29:46:73:2F:16:C8,2022-11-17 15:26:37,16:43:26,6922563.75,9730329.38
panickySeahorse9,2B:59:33:49:DE:8A,2022-12-06 05:46:18,9:36:44,3134549.82,7224693.14
contentPiglet3,46:33:7C:36:C7:21,2022-11-09 21:28:21,15:18:54,9242801.7,5440755.41
obsessedHare3,50:7F:0E:27:F2:8F,2022-11-09 09:38:02,8:09:27,4644344.48,7847298.08
dejectedSnail8,51:47:0A:6F:3A:5A,2022-11-24 19:36:25,6:18:44,8548967.55,1902070.61
truthfulOtter5,36:0E:17:4E:95:0C,2022-11-24 04:05:42,7:44:49,7126831.06,285671.5
dopeyGarlic0,66:48:11:45:0A:84,2022-11-19 15:46:48,12:37:05,390679.68,2016481.96
humorousSausage3,7B:14:62:32:5D:4C,2022-11-23 09:14:06,18:50:52,7510172.65,6120122.98
boredBobolink4,06:67:38:6A:7E:CF,2022-12-06 19:14:40,16:02:30,5439067.28,5893961.29
betrayedBobolink0,0F:0F:34:25:C6:40,2022-12-08 00:32:50,1:51:17,2218038.24,5887810.48
wearyWildfowl9,66:44:59:5A:EB:66,2022-11-07 04:49:53,12:12:40,1494177.26,1832472.03
pacifiedGarlic7,70:46:6A:48:61:E9,2022-11-14 04:27:58,11:32:00,2479068.29,1356361.65
thrilledCoconut4,14:5F:23:7A:A1:0F,2022-12-07 09:20:09,5:26:00,8377120.87,5936426.97
joyfulToucan4,2A:4D:29:67:8F:B8,2022-12-09 06:24:40,16:56:14,3224342.59,456183.66
dopeyGarlic0,2E:3C:5B:6C:32:D6,2022-11-19 03:09:43,21:13:40,5187927.58,282405.05
jealousChowder3,0A:33:30:6E:54:85,2022-11-04 10:28:24,19:00:20,4340865.32,8819485.96
wingedHawk3,49:46:60:6A:87:49,2022-12-04 05:40:18,6:42:27,6428893.99,168987.17
ardentOrange8,22:15:19:58:15:3E,2022-11-24 10:43:38,23:35:31,8653182.43,4521231.59
insecureTermite7,71:07:5A:12:91:8D,2022-11-14 11:32:01,11:46:05,2390097.75,3256841.31
emptyOcelot4,7D:09:68:1E:45:93,2022-12-02 03:31:21,7:55:50,7768340.15,9406947.96
pacifiedBobolink0,77:61:31:6A:E4:F0,2022-11-10 15:06:55,13:28:55,6240639.92,9892897.01
sincereDingo7,76:13:19:31:44:EF,2022-12-16 19:16:17,5:08:42,7485488.29,6066054.19
bubblyRice0,1B:4C:20:56:0B:7E,2022-11-24 01:11:38,3:58:31,682695.44,8059019.29
excludedWildfowl6,29:63:68:56:01:55,2022-11-13 17:47:19,9:29:52,8799130.48,3397082.84
chicOwl9,62:54:22:71:51:20,2022-11-01 15:08:42,15:08:42,7746578.14,9796661.66
panickyZebra6,30:04:7C:0E:94:9D,2022-12-22 19:03:21,1:55:17,1953466.03,4584505.22
annoyedHare8,2F:7B:1C:3C:2F:AC,2022-11-12 00:58:43,10:03:44,9320796.26,2338417.73
somberTomatoe5,05:0E:12:07:A1:FD,2022-12-04 08:57:55,17:17:59,1006060.52,4989583.6
